,,mobile,board,global,way,director,financial,development,add,country,good,world,system,datum,provide,product,people,help,time,use,asia,industry,work,market,technology,new,customer,need,service,business,company,low,fall,export,point,increase,japanese,trade,report,high,bank,continue,sector,policy,airline,economist,inflation,government,rate,expect,china,month,rise,economic,japan,economy,growth,local,keppel,supply,firm,trading,large,water,day,project,state,oil price,cost,come,week,billion,stock,gas,price,oil,term,risk,kong,hong kong,group,hong,interest,capital,bond,asset,fund,investor,investment,launch,operator,manager,plant,mall,award,fee,design,public,solar,trust,hotel,unit,bus,property,energy,reit,income,result,ago,yesterday,loss,2014,net profit,earning,end,share,profit,net,quarter,revenue,home,find,chef,include,start,run,play,open,artist,look,know,wine,restaurant,old,food,want,like,art,issue,stake,offer,acquisition,acquire,average,shareholder,close,value,purchase,holding,buy,2013,sale,square,rent,residential,building,developer,sq ft,ft,psf,office,space,area,sq,land,site,pay,minister,big,small,speed,drive,engine,vehicle,model,premium,coe,cat,sport,tax,worker,car,counter,exchange,noble,list,sgx,dollar,equity,build,ship,management,develop,programme,international,information publish,publish,base,corporate,information,remain,2015,productivity,change,future,sme,job,support,singaporean,lee,place,brand,buyer,estate,private,party,sell,partner,team,network,region,startup,platform,city,south,republican,lead,member,asian,leader,asean,chinese,political,american,president,insurance,plan,life,insurer,win,leave,european,brexit,uk,eu,court,charge,malaysia,authority,mas,investigation,money,transaction,account,deal,1mdb,interest rate,fiscal,currency,yen,central bank,monetary,central,2016,foreign,donald,east,clinton,candidate,election,presidential,trump,consumer,payment,innovation,film,social,manage,organisation,security,road,lease,2017,solution,digital,house,thing,think,kmh,agent,second,demand,port,grow,index,fed,debt,hike,note,hold,target price,target,tender,club,green,line,construction,golf,watch,north,korea,airport,south east,grab,chairman,propose,governance,restructuring,independent,executive,set,serve,experience,star,feature,feel,create,white,believe,washington,president trump,period,2018,real estate,dial,dbs,event,case,wealth,raise,child,swiss,gold,movement,charity,banking,client,timepiece,31,2019,general,plastic,fair,medical,dr,waste,power,agreement,hyflux,online,venture,dish,kitchen,bar,menu,dining,room,flat,centre,tech,culture,ceo,employee
2015,0,,,,,898.1760033162985,,,,,,,,,,,,,,,,,,1695.5915430586647,,,,,,939.5541926692371,3190.1322183974194,,,,,,,1400.813468691895,665.945679405534,,,,,,,,,,,,,,,,,,,,,,1045.5882129366782,1015.4540447934838,,,,,,,,,703.6191847809592,,1402.4072409460978,,1438.2320862827585,,,,,,1733.7663901423625,,,868.9205514727827,,,,696.4190810545974,,,,,,,,,,,,,,,,,,,,,,,,1202.9098839480062,,,,6255.701298690855,,,,,,,,,,,,,,,,,,,,,,,1079.5485916071066,790.51810942554,,,811.8778688155614,1138.8574336897696,1388.5229284248285,914.9194945370886,,1152.5118388575415,1249.135822665723,842.7980739080798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.4497125902317,882.5986711875331,887.8698713277352,1119.0406632809359,1361.7533930777345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1,,,2195.267641072788,,,2340.821447456281,,,,,,,,,,,,2263.7138446203435,,,,,8128.362924739488,,,,,,,1610.1066207586705,2045.8265413606687,,,,,,,2009.5302241951106,1902.8906303786093,5205.447865687519,,,,,,,,4271.557920324137,1626.320272180436,2303.49850628801,1742.6748768775506,1706.9366845165287,,,1853.2140826241246,2309.4925302729284,,,,,,,,,,,,,,1833.0435922640822,3162.9339554248636,3368.9210574522,,3579.0715850600895,1630.230972726855,,1788.750196307021,,,,,1973.4089906139436,,2286.4330130524045,2179.032128467456,2278.90387840696,3085.0338031109723,2370.6671798498924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.9587486014589,1739.9922576985748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,,,639.0414205016582,,,,640.3776491464353,736.5781186260871,,,665.3484929171979,1011.9637866539173,,658.7027784536472,1036.8751857938285,,,827.1158686341304,1202.5624110821846,700.3593397253832,1965.1217642043043,1005.1726440307383,775.1549530804635,1553.5472830370177,1428.81807943254,1109.3671594727107,892.6436068802185,788.9644136901527,1232.2793445397515,1375.5443745230234,,,,,,,,,,,,643.2433088497285,,,,,,,,,,,,,,,,,,,,,,,681.9915231986253,,,694.2739917727191,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.8002911212304,,,,,,,,1588.988087859476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.198871196219,673.9542250234452,678.1437966238103,798.49726602105,816.7042572938159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3,,555.6104287408231,,,786.438439630868,690.9688370578036,,,,754.4395090534614,,,,,,,,738.8170514470617,583.0512071721255,897.8217252492185,,621.4567954498327,635.8190573503225,,1130.3340400986315,588.9257012966409,,1316.3816798507703,1457.5861593783654,1809.345474873323,,,,,,,,,724.1002425363012,940.8772699703251,,,,,,,,,,652.6197910904029,,,,,,,,,,,,,,,,,,,,,,,,545.5391907874006,,,,,,986.8681477300464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.7584221221458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.4602883673342,,,,,,,,571.4180945496589,,,,,997.608713497194,,,,,,,,,,580.5456775289531,,,500.3224407896056,548.6851682729593,551.8730564022635,553.2862349600701,556.0223210314681,1022.6565568677361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,,,,,,,,,,,,,,,,,,,,,,,1912.2694618617802,,,,,,1436.614739709529,,1869.3446883880315,2054.944819064842,,,1738.8814789156672,,,,2234.990339978896,,1351.8806043607037,,,,,,,,2481.90198294735,,2329.422088362476,2271.8073752617224,,,,2719.309872259071,,,,,,,,,,,,1400.0146539378434,,,1689.8620757097906,,,3447.488698959458,,,,,,2633.674138687234,,,,,,,,,,,,,,,,,,,,,,,1719.1019834109597,,1989.5099339994736,,,1486.3863583098364,,,1689.4706289195165,1315.1089027930052,1421.6444810932635,2106.405680305151,2025.3084993824039,2585.4100700040162,2896.729265048412,4134.65630389396,2966.4517508869944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.9636161029057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452.064341723251,2155.815558758531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,5,,,,,,,,,1334.6801727556056,1140.6215406144097,,,,,,1030.3717674466122,1371.7391900224552,1254.9265733503066,,,981.4547585368434,1060.6401534966342,1048.3044607247327,,1653.3308134004324,,1575.1438268990012,929.9351382698442,4128.36787052136,2461.285999695783,,,,,,,,,1016.2944542346361,,1157.5455569825215,1272.7149790667343,,,,,1906.7333449017547,,,,,,1170.0325686877015,,1318.174646913057,1486.081968120243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.7055335923553,,,,,,,,,,,,,1129.4485340738597,,,,,,,,,,,,,,,,,,,,,,942.2855844779681,949.6229466983139,957.3580700315746,967.9012476083815,974.7680586852842,1072.7232620170892,1087.7564731710456,1977.8174130301743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,6,,,,1142.416155350736,,,,,,2417.158089737317,1153.0416433987602,,,,,1737.437120685677,,2309.6852114244825,1194.201429892567,,,2586.02330342135,,,2129.4660650853175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.8402749179328,,,,,,,1485.5090520425906,,,,,1932.0360047121317,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.4095002417168,,,,,,,,,,,,,,,,,,,,,,,,,976.07223850203,1966.0999808682368,988.3146741229597,1160.5981371333733,,1388.2990517448197,1467.518140394842,1225.8120682698661,1354.4690181711635,1387.5931157663556,1256.542025864099,2059.76119834225,1394.7490992136154,1938.7976162810844,1624.2282919329582,2752.8044628882044,2772.5443950689555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.1173632326093,1050.1973932727026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,7,,,,,,,1614.491905649243,,,,,,,,,,,,,,,,1562.1509323115924,,1397.6540221023236,,,,,,,,,,,,,,1125.099729821901,,,,,,,,,,,,899.294080196224,,,,,,,,,,,,,,2292.885379759322,,,,,,,,,2363.99292509319,,,,,,1086.5203702062618,,,,,,,,,868.1681398463834,,,,,,,,,,,,2835.479707292658,,3275.2416265839033,,,,,,,,,,,,,,,,,1038.3409316362665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.155415256892,,,1177.3533578060133,911.4153483570996,1278.5576912549475,884.2869162462443,887.103108488177,947.0999886646879,1367.8741029445334,1003.2599241399051,1274.3440931912278,1057.594006012821,1628.8615795905223,1486.8514444098628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.5697004876619,1003.0528128459251,1023.7741336254916,1026.5034935108647,1106.1777553725885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,8,,,828.0170356388426,,,,721.364746118227,930.4019069221847,711.0783506052132,,918.3418908126897,,968.0948382940751,,770.4942993945772,,674.448113794814,905.5702920279803,819.3614821741678,1893.182553303631,,832.7354913534094,1193.2411907475125,1062.8292517230748,1576.9383029674643,826.634769664104,731.0098741616863,1693.0295732987383,2200.3597470584937,2447.505447834296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.6196390583375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.6244424776979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.0471924352493,,,,,,,,,,,,,,,,,,,,694.6192276899658,715.7419071344224,786.6696030444093,803.1277078385027,815.0421456054462,825.7302002126678,957.6993465591813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,9,,,,,,,,,1766.9680768171715,,1074.615474226498,,,,,628.2739996054288,,762.2109710198216,,777.9094603537436,,,,,937.698145313885,,,,,,,,,,,740.1097103627973,1113.3912653181724,,,,,,1086.725988043134,,,,1156.3811192125893,,,3063.0089109650794,,,1322.382156149839,2000.8881341687008,1001.6136230065136,,,,,,,,,,,1260.6555264335857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.981188498332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.978702761516,,,,,,,,,,,,,,,,,,,,,,,,,,,605.8894201069523,,,,,,,,,,,,,,,,,,,,,659.7976777057484,,,,,,,,,606.6705013996556,631.0999905550793,633.3327369742177,644.1695935285682,650.470874612025,666.6259320308159,676.7337596127054,782.9341911020575,929.4081187731201,1034.619790107333,1094.0426623705423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0,,,539.6687058070356,,,530.4270187590521,,,712.2192528622284,820.9231439097429,1013.0566424594107,,,,,704.5080083521455,,1298.0025697751475,,,,,1035.3829622770008,,1185.2541440907944,,,,1267.8014339891577,,,,,718.5071689456864,,,,,582.2345150041258,,,,,,,,747.7998156808846,,,,,,667.4217810727976,,534.503076370293,,,,,,,,,526.7458011775534,,,,,725.3188606123533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.6862191324255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.2748704568014,,,,,,,,,,,,,,,,,,,565.0612423511889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.4224422516794,530.759596501425,546.2175590857007,550.2336286276009,556.991934518909,576.0854076709259,695.9173267372236,1007.0802326213295,1155.7003658820079,1198.3437542337526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,,,,,,,,,,,,,,,,,,1948.9379557009904,,,,,6228.912242502191,,,,,,1976.9675169050852,4566.560118232626,2420.4127639042435,2466.3808427355125,,,,,3070.6472061609747,1927.336136412636,2458.3355009804272,,,,,,,,,,1951.5676066855856,,2903.8784202530605,2517.0878741124848,,,,2882.1698864109603,,,,2156.536145094008,1946.5866973506488,,,,,,,,,1921.7872356849355,2378.2491611036185,3936.874938643001,,4971.9764091789875,,,,,,3796.2817328048586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898.2769268593254,8588.694064966476,2212.3973823108554,1938.515813308871,2659.77347046873,2075.284287114551,,,,,,,,,,,,,,,,,,,,,,,,2176.2893396502036,1959.2159725276965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.149418520054,,,,,,,,,,,,,,,2937.8821324930905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,,,,,,412.3951728117601,,,,,,,,,,,,302.66687123910924,,,,,,,,,,399.3766929117913,,285.2107490734597,337.66769848986274,,,,,,,552.4238453018327,,693.147595771229,,262.9096606608234,,,,,372.2329121049861,,,,,,,,,,,,,,,,,,,305.28701338887595,,,,,755.786003160051,,,,,,,,,,,,,,,614.4857397856034,,538.4303939395787,,,,,,,,,316.3225909410811,,,,,,,,,,,,,,,,,,,,,,,,,,300.4765441101531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.9519800417882,257.84704981091295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.2370704577296,,,,,,,,,,,,,253.7217595733521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.4870484011939,287.79248224893973,290.7487668840236,292.59309365243587,294.3553673738686,306.76357626302485,307.97548084451523,315.77113534015643,352.3701345164015,405.56446882145406,509.95550571335195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3,,,1291.8441098874664,,,1523.6865646847323,,,955.1895912026652,,1209.408775686702,,,,,,,1182.2723121221045,,,,,2385.609467274902,,,,970.4864228134929,,,871.4359480035337,,,,,,808.1485802765729,,974.8049208833274,,2804.073301834256,,,1994.1899201290885,,,,1408.4963999632953,1775.3722736119273,,1359.9296315011381,,,1510.0658374346383,1871.2205255442225,2227.5318593710736,1631.8027847559554,,,,,,,,,,,,,,,,,,,,,896.3126901080059,,,,,866.4745196799812,,,,,898.591535356189,882.0246603857348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.8614568496757,863.2819019137696,898.1597951016348,1064.814732309534,1202.0259566054985,1229.1404392430202,1378.4186700832906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4,,,,,,,1383.0017938430954,,,,,,,,,,,,,,,,3859.700789931403,,1479.5506519152386,,,,1746.1628233327365,1883.6568297603421,1495.832203446266,,,,,,,,2162.288122922741,1568.1749301957043,,,,,,,,1965.8735931844315,1763.2230207934278,,,,,,,,,,,,,,,,1745.6227594951702,,,,,,2072.66593809494,,,3066.4276460786,2288.4493384884795,,,,,2563.2008330453455,,,,1818.693870396022,2824.024543776518,1693.0556613255392,1634.949322308376,2582.6595675421,,,,,,,,,,,1760.2911671651311,,1502.7895546846946,,2947.6091083634774,,2663.3554355055394,1441.326043302101,,,,,,,,1387.8153466905317,,,1448.2325483212926,1436.5385843837867,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.0891004058396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.24462272523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,5,,,,,,,,,1767.1343723816249,,937.74695068774,,,,,,,939.4490653388148,,1099.1830604476254,,,,,1413.032698400326,,,,754.8861735456144,,,,,,,,1413.3917009514257,,,,,,771.1221214368917,,,,,,,2677.1192851559717,,,1110.7758242118816,957.2334826279629,,,,,,,,,,,,1565.6608875869686,,,707.8061342925376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.8134872770746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.6419370556412,,,,885.5600663137375,1135.6015095336825,,,,,,776.5663678218278,1018.9198903747116,1226.1925827642772,1868.9294134444715,,,,,777.5915763620271,,,,,,,,,,,,,,,,,,,,,,,,,683.1024463298098,683.7943196166244,724.547241126487,792.4322595317229,820.8150615608446,885.8605987255128,1230.6993035127734,2326.8367280951916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,6,,,,,,1229.087595356884,,1160.738990833714,,,,,,,,,1206.8944829443185,1565.8408371982234,1250.438027418774,1505.0384254030755,1334.8408012063494,1111.4008651255367,1993.8453950125972,1690.2216732343397,2132.9667415473623,1964.3928581191328,1398.3458943383966,2128.346187874793,3988.8944337992166,3267.710948481653,,,,,,,,,941.7961759392576,3122.821115728337,,1224.0249522083527,,,,,919.747783519841,,,,,,,,,1078.4806327814697,,,,1100.258697690286,,,,,,,,,,,,,,,,,,,,923.939235627715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.6857034073571,,,,,,,,1336.779252874773,,,,,,,,,,,,,,,,1277.4790011980638,936.4168980502102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.2659085655049,966.102223853278,971.9417804851845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,7,,,,984.9320644088693,,,,,,2054.2733935032365,,,,,,1092.0055847201202,,1890.5685178163844,1590.3696989648054,,,1985.9596608561974,,,2060.468956309564,,,,,973.4479748581658,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.0270532381495,,,,,,,1233.0308072573318,,,,,1592.071364754752,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.2053331220286,,,,,,,,,,,,,,,,,,,,,,,,1034.6702962541226,991.6806285958253,1611.6057233570461,1016.0637745547921,1208.085622038985,,1000.3139954639607,1243.8047713837925,,1300.8734211837732,1266.1363733859687,1418.6849952360067,1849.2026651517203,1348.5327106575728,2053.2920277908333,1484.3369299016708,2796.154990369967,1513.0108686525236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.4083994324656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.8244898978916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,,,,1241.180652904006,1138.5860411020237,,,1015.3692521394248,,1398.185620881131,1192.247745997164,1442.6850226336408,1235.6095504422738,1082.8727112025501,,1919.0161517023384,1537.7955673698254,1806.553034909453,1343.8241456705007,1007.2039473081263,1913.198526611703,2925.7534307735955,,1979.4694046673433,1971.6992702158193,,2270.2143136611667,1769.2434773925143,4007.6469631271393,3646.9309802312823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.5724822831826,,1007.2044381606888,1027.855984626765,,,,,,,,,,,1243.761000118597,,,,,,1022.3271621519098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.2696544567486,1010.2468956455543,1040.318390726805,1274.007736217079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,9,,,,,685.4699235330988,,766.8431577422599,,,,,,,,,,,718.4201298464601,,,,,1508.2727215506893,,1754.7373947007543,,,,,,,,,,,,,,957.9394052101095,,,,,,,,,,,,886.8321197072053,,,,,,,,,,,,,,1416.8737912344711,,,,,,,,,2481.7549954805454,,,,,,,,,,,,,,,1013.7620677814027,,,,,,,,,,,,2342.3767768254493,,2042.7541679405158,,,,,,,,,,,,,,,,,1008.3632978751831,,,,,,,,,,,,,,,,,660.9794653225728,,,,,,,,,,,,,,1319.6321187629624,,,930.004202561716,,1002.3663793832515,661.6672846707603,672.3758910978879,817.1392082988783,,805.5103083665546,940.5455025929672,851.075986942563,1071.8929415320167,1199.7188146585202,,,,,,,,,,,,,,,,815.2139584875785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.8284931500868,,998.9954802163553,,924.3979092720866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.119133184743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,0,,,,,,,1441.7626808358352,,,,,,,,,,,,,,,,1366.1193441559044,,948.3316186982019,,,,,,,,,,,,,,858.0719245570465,,,,,,,,,,795.0521931155482,,685.4761939547412,,,,,,,,,,,,,,1000.4885818530087,,,,,,,,,1789.0622840143067,,,,,,,,,,,,,,,,,,,,,,,,,,1051.6460414876044,2189.9786578399257,,2840.1498148468513,,1015.6406694093911,,,,,,,,,,,,,860.9977884313386,,693.959657865283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478.0289612083518,,,1012.8367403768294,729.8481651186778,1183.3305579595647,749.1894804244857,750.554436943961,707.7171355006868,1109.7676372109404,873.1245692157576,1142.1140065664677,996.3571510514539,1538.9355961363328,1557.9529155663129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.1955108381302,787.5046953407223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.6519812574173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
